Symbol,Sector,industry
TNXP,Health Care,Major Pharmaceuticals
TISA,Technology,Computer peripheral equipment
TOPS,Transportation,Marine Transportation
TORM,Basic Industries,Major Chemicals
TRCH,Energy,Oil & Gas Production
TSEM,Technology,Semiconductors
TW,Consumer Services,Professional Services
TWER,Consumer Services,Telecommunications Equipment
CLUB,Consumer Services,Hotels/Resorts
TOWN,n/a,n/a
TCON,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TSCO,Consumer Services,RETAIL: Building Materials
TWMC,Consumer Services,Consumer Electronics/Video Chains
TACT,Technology,Computer peripheral equipment
TRNS,Capital Goods,Electrical Products
TBIO,Capital Goods,Biotechnology: Laboratory Analytical Instruments
TGA,Energy,Oil & Gas Production
TTHI,Consumer Durables,Specialty Chemicals
TZOO,Technology,EDP Services
TRVN,Health Care,Major Pharmaceuticals
TCBK,Finance,Major Banks
TRIL,Health Care,Major Pharmaceuticals
TRS,Capital Goods,Industrial Specialties
TRMB,Capital Goods,Industrial Machinery/Components
TRIB,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
TRIP,Technology,"Computer Software: Programming, Data Processing"
TSC,Finance,Major Banks
TBK,Finance,Major Banks
TRIV,Health Care,Medical/Dental Instruments
TROV,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TROVU,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TROVW,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TRUE,Technology,"Computer Software: Programming, Data Processing"
THST,Consumer Non-Durables,Beverages (Production/Distribution)
TRST,Finance,Major Banks
TRMK,Finance,Major Banks
TSRI,Technology,EDP Services
TTMI,Technology,Electrical Products
TUBE,Technology,Computer Software: Prepackaged Software
TCX,Technology,EDP Services
TUES,Consumer Services,Department/Specialty Retail Stores
TOUR,Consumer Services,Transportation Services
HEAR,Consumer Durables,Telecommunications Equipment
TUTI,n/a,n/a
TUTT,n/a,n/a
FOX,Consumer Services,Television Services
FOXA,Consumer Services,Television Services
TWIN,Technology,Industrial Machinery/Components
TRCB,Finance,Major Banks
USCR,Capital Goods,Building Materials
PRTS,Consumer Services,Other Specialty Stores
USEG,Energy,Oil & Gas Production
GROW,Finance,Investment Managers
UBIC,Technology,EDP Services
UBNT,Technology,Radio And Television Broadcasting And Communications Equipment
UFPT,Capital Goods,Containers/Packaging
ULTA,Consumer Services,Other Specialty Stores
UCTT,Technology,Semiconductors
RARE,Health Care,Major Pharmaceuticals
ULBI,Miscellaneous,Industrial Machinery/Components
ULTR,Transportation,Marine Transportation
UTEK,Technology,Industrial Machinery/Components
UMBF,Finance,Major Banks
UMPQ,Finance,Savings Institutions
UNAM,Finance,Property-Casualty Insurers
UNIS,Health Care,Medical/Dental Instruments
UBSH,Finance,Major Banks
UNB,Finance,Major Banks
UNXL,Capital Goods,Industrial Machinery/Components
QURE,Health Care,Major Pharmaceuticals
UBCP,Finance,Major Banks
UBOH,Finance,Major Banks
UBSI,Finance,Major Banks
UCBA,Finance,Savings Institutions
UCBI,Finance,Major Banks
UCFC,Finance,Banks
UDF,Consumer Services,Real Estate Investment Trusts
UBNK,Finance,Banks
UFCS,Finance,Property-Casualty Insurers
UIHC,Finance,Property-Casualty Insurers
UNFI,Consumer Non-Durables,Food Distributors
UNTD,Technology,"Computer Software: Programming, Data Processing"
UBFO,Finance,Major Banks
USBI,Finance,Major Banks
USLM,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
UTHR,Health Care,Major Pharmaceuticals
UG,Consumer Non-Durables,Package Goods/Cosmetics
UNTY,Finance,Major Banks
OLED,Capital Goods,Electrical Products
UEIC,Consumer Non-Durables,Consumer Electronics/Appliances
UFPI,Basic Industries,Forest Products
USAP,Basic Industries,Steel/Iron Ore
UACL,Transportation,Trucking Freight/Courier Services
UVSP,Finance,Major Banks
UPIP,Technology,Computer Software: Prepackaged Software
UPLD,Technology,Computer Software: Prepackaged Software
URRE,Basic Industries,Precious Metals
URBN,Consumer Services,Clothing/Shoe/Accessory Stores
ECOL,Public Utilities,Environmental Services
DTYS,Finance,Commercial Banks
DTYL,Finance,Commercial Banks
DTUS,Finance,Commercial Banks
DFVS,Finance,Commercial Banks
FLAT,Finance,Commercial Banks
DLBS,Finance,Commercial Banks
DLBL,Finance,Commercial Banks
STPP,Finance,Commercial Banks
USAT,Miscellaneous,Office Equipment/Supplies/Services
USATP,Miscellaneous,Office Equipment/Supplies/Services
USAK,Transportation,Trucking Freight/Courier Services
USMD,Health Care,Hospital/Nursing Management
UTMD,Health Care,Medical/Dental Instruments
UTIW,Transportation,Oil Refining/Marketing
UTSI,Consumer Durables,Telecommunications Equipment
VALX,n/a,n/a
VALU,Finance,Investment Managers
VNDA,Health Care,Major Pharmaceuticals
VWOB,n/a,n/a
VNQI,n/a,n/a
VGIT,n/a,n/a
VCIT,n/a,n/a
VCLT,n/a,n/a
VGLT,n/a,n/a
VMBS,n/a,n/a
VNR,Energy,Oil & Gas Production
VNRAP,Energy,Oil & Gas Production
VNRBP,Energy,Oil & Gas Production
VNRCP,Energy,Oil & Gas Production
VONE,n/a,n/a
VONG,n/a,n/a
VONV,n/a,n/a
VTWO,n/a,n/a
VTWG,n/a,n/a
VTWV,n/a,n/a
VTHR,n/a,n/a
VCSH,n/a,n/a
VGSH,n/a,n/a
VTIP,n/a,n/a
BNDX,n/a,n/a
VXUS,n/a,n/a
VPCO,Consumer Non-Durables,Tobacco
VPCOU,Consumer Non-Durables,Tobacco
VRNS,Technology,Computer Software: Prepackaged Software
VDSI,Technology,EDP Services
VBLT,Health Care,Major Pharmaceuticals
VASC,Health Care,Medical/Dental Instruments
VBIV,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
WOOF,Consumer Non-Durables,Farming/Seeds/Milling
VECO,Technology,Industrial Machinery/Components
APPY,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
VRA,Consumer Non-Durables,Apparel
VCYT,Health Care,Medical Specialities
VSTM,Health Care,Major Pharmaceuticals
VCEL,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
VRNT,Technology,EDP Services
VRSN,Technology,EDP Services
VRSK,Technology,EDP Services
VBTX,Finance,Major Banks
VRML,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
VSAR,Health Care,Major Pharmaceuticals
VTNR,Energy,Integrated oil Companies
VRTX,Health Care,Major Pharmaceuticals
VRTA,Consumer Services,Real Estate Investment Trusts
VRTB,Consumer Services,Real Estate Investment Trusts
VIA,Consumer Services,Television Services
VIAB,Consumer Services,Television Services
VSAT,Technology,Radio And Television Broadcasting And Communications Equipment
VIAV,Technology,Semiconductors
VICL,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
VICR,Capital Goods,Industrial Machinery/Components
CIZ,n/a,n/a
CID,n/a,n/a
CIL,n/a,n/a
CFO,n/a,n/a
CFA,n/a,n/a
CSF,n/a,n/a
CDC,n/a,n/a
CDL,n/a,n/a
CSB,n/a,n/a
CSA,n/a,n/a
VBND,n/a,n/a
VUSE,n/a,n/a
VIDI,n/a,n/a
VDTH,Consumer Services,Television Services
VGGL,Technology,"Computer Software: Programming, Data Processing"
VKTX,Health Care,Major Pharmaceuticals
VBFC,Finance,Major Banks
VLGEA,Consumer Services,Food Chains
VIMC,Technology,Semiconductors
VIP,Public Utilities,Telecommunications Equipment
VNOM,Energy,Oil & Gas Production
VIRC,Consumer Durables,Industrial Specialties
VA,Transportation,Air Freight/Delivery Services
VIRT,Finance,Investment Bankers/Brokers/Service
VSCP,Health Care,Medical/Dental Instruments
VRTS,Finance,Investment Managers
VRTU,Technology,EDP Services
VISN,Technology,Advertising
VTAE,Health Care,Major Pharmaceuticals
VTL,Health Care,Major Pharmaceuticals
VVUS,Health Care,Major Pharmaceuticals
VIIZ,Finance,Investment Bankers/Brokers/Service
VIIX,Finance,Investment Bankers/Brokers/Service
VOD,Public Utilities,Telecommunications Equipment
VLTC,Miscellaneous,Business Services
VOXX,Consumer Non-Durables,Electronic Components
VYGR,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
VRNG,Miscellaneous,Multi-Sector Companies
VSEC,Consumer Services,Military/Government/Technical
VTVT,Health Care,Major Pharmaceuticals
VUZI,Technology,Radio And Television Broadcasting And Communications Equipment
VWR,Consumer Durables,Diversified Electronic Products
WGBS,Capital Goods,Biotechnology: Laboratory Analytical Instruments
WBA,Health Care,Medical/Nursing Services
WRES,Energy,Oil & Gas Production
WAFD,Finance,Savings Institutions
WAFDW,Finance,Savings Institutions
WASH,Finance,Major Banks
WFBI,Finance,Major Banks
WSBF,Finance,Savings Institutions
WVE,Health Care,Major Pharmaceuticals
WAVX,Technology,Computer peripheral equipment
WAYN,Finance,Savings Institutions
WSTG,Technology,Retail: Computer Software & Peripheral Equipment
WDFC,Basic Industries,Major Chemicals
FLAG,n/a,n/a
WEB,Technology,Computer Software: Prepackaged Software
WBMD,Miscellaneous,Business Services
WB,Technology,"Computer Software: Programming, Data Processing"
WEBK,Finance,Banks
WEN,Consumer Services,Restaurants
WERN,Transportation,Trucking Freight/Courier Services
WSBC,Finance,Major Banks
WTBA,Finance,Major Banks
WSTC,Miscellaneous,Business Services
WMAR,Consumer Durables,Automotive Aftermarket
WABC,Finance,Major Banks
WBB,Finance,Major Banks
WSTL,Public Utilities,Telecommunications Equipment
WDC,Technology,Electronic Components
WFD,Finance,Savings Institutions
WLB,Energy,Coal Mining
WPRT,Energy,Industrial Machinery/Components
WEYS,Consumer Non-Durables,Apparel
WHLR,Consumer Services,Real Estate Investment Trusts
WHLRP,Consumer Services,Real Estate Investment Trusts
WHLRW,Consumer Services,Real Estate Investment Trusts
WHF,n/a,n/a
WHFBL,n/a,n/a
WFM,Consumer Services,Food Chains
WILN,Miscellaneous,Multi-Sector Companies
WHLM,Consumer Services,Professional Services
WVVI,Consumer Non-Durables,Beverages (Production/Distribution)
WVVIP,Consumer Non-Durables,Beverages (Production/Distribution)
WLDN,Consumer Services,Military/Government/Technical
WLFC,Consumer Durables,Industrial Specialties
WIBC,Finance,Major Banks
WIN,Public Utilities,Telecommunications Equipment
WING,Consumer Services,Restaurants
WINA,Consumer Services,Other Specialty Stores
WINS,Finance,Business Services
WTFC,Finance,Major Banks
WTFCM,Finance,Major Banks
WTFCW,Finance,Major Banks
AGND,n/a,n/a
AGZD,n/a,n/a
HYND,n/a,n/a
HYZD,n/a,n/a
CXSE,n/a,n/a
EMCG,n/a,n/a
EMCB,n/a,n/a
DGRE,n/a,n/a
DXGE,n/a,n/a
WETF,Finance,Investment Bankers/Brokers/Service
DXJS,n/a,n/a
JGBB,n/a,n/a
DXKW,n/a,n/a
GULF,n/a,n/a
CRDT,n/a,n/a
DGRW,n/a,n/a
DGRS,n/a,n/a
DXPS,n/a,n/a
UBND,n/a,n/a
WIX,Technology,"Computer Software: Programming, Data Processing"
WLRH,Finance,Business Services
WLRHU,Finance,Business Services
WLRHW,Finance,Business Services
WMIH,Finance,Finance: Consumer Services
WBKC,Finance,Banks
WWD,Energy,Industrial Machinery/Components
WRLD,Finance,Finance: Consumer Services
WOWO,Technology,EDP Services
WPCS,Consumer Services,Telecommunications Equipment
WPPGY,Technology,Advertising
WMGI,Health Care,Industrial Specialties
WMGIZ,Health Care,Industrial Specialties
WSFS,Finance,Major Banks
WSFSL,Finance,Major Banks
WSCI,Technology,Industrial Machinery/Components
WVFC,Finance,Banks
WYNN,Consumer Services,Hotels/Resorts
XBIT,Health Care,Major Pharmaceuticals
XELB,Miscellaneous,Multi-Sector Companies
XCRA,Capital Goods,Electrical Products
XNCR,Health Care,Major Pharmaceuticals
XBKS,Finance,Major Banks
XENE,Health Care,Major Pharmaceuticals
XNPT,Health Care,Major Pharmaceuticals
XGTI,Consumer Durables,Telecommunications Equipment
XGTIW,Consumer Durables,Telecommunications Equipment
XLNX,Technology,Semiconductors
XOMA,Health Care,Major Pharmaceuticals
XPLR,Technology,Computer Manufacturing
XCOM,Public Utilities,Telecommunications Equipment
XTLB,Health Care,Major Pharmaceuticals
XNET,Technology,Computer Software: Prepackaged Software
MESG,Miscellaneous,Business Services
YHOO,Technology,EDP Services
YNDX,Technology,"Computer Software: Programming, Data Processing"
YOD,Consumer Services,Television Services
YCB,Finance,Major Banks
YRCW,Transportation,Trucking Freight/Courier Services
YECO,Capital Goods,Building Materials
YY,Technology,EDP Services
ZFGN,Health Care,Major Pharmaceuticals
ZAGG,Consumer Services,Other Specialty Stores
ZAIS,Finance,Investment Managers
ZBRA,Technology,Industrial Machinery/Components
ZLTQ,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
ZHNE,Public Utilities,Telecommunications Equipment
Z,Miscellaneous,Business Services
ZG,Miscellaneous,Business Services
ZN,Energy,Oil & Gas Production
ZNWAA,Energy,Oil & Gas Production
ZION,Finance,Major Banks
ZIONW,Finance,Major Banks
ZIONZ,Finance,Major Banks
ZIOP,Health Care,Medical Specialities
ZIXI,Technology,EDP Services
ZGNX,Health Care,Major Pharmaceuticals
ZSAN,Health Care,Major Pharmaceuticals
ZSPH,Health Care,Major Pharmaceuticals
ZUMZ,Consumer Services,Clothing/Shoe/Accessory Stores
ZYNE,Health Care,Major Pharmaceuticals
ZNGA,Technology,EDP Services
